Animal,ClusterID,Percentage
canid,418,0.4444444444444444
canid,419,0.4444444444444444
canid,422,0.4444444444444444
cat-like,0,0.3448275862068966
cat-like,1,0.3448275862068966
cat-like,2,0.3448275862068966
cat-like,3,0.3448275862068966
cat-like,4,4.827586206896552
cat-like,5,0.6896551724137931
cat-like,6,0.3448275862068966
cat-like,7,2.0689655172413794
cat-like,9,1.7241379310344827
cat-like,12,0.3448275862068966
cat-like,17,3.4482758620689653
cat-like,18,0.3448275862068966
cat-like,19,0.6896551724137931
cat-like,21,0.6896551724137931
cat-like,22,0.3448275862068966
cat-like,23,0.3448275862068966
cat-like,24,0.6896551724137931
cat-like,25,0.6896551724137931
cat-like,27,1.3793103448275863
cat-like,29,0.3448275862068966
cat-like,34,0.3448275862068966
cat-like,35,1.0344827586206897
cat-like,36,0.6896551724137931
cat-like,38,1.0344827586206897
cat-like,41,0.6896551724137931
cat-like,43,1.0344827586206897
cat-like,45,0.3448275862068966
cat-like,49,0.6896551724137931
cat-like,51,1.0344827586206897
cat-like,53,0.3448275862068966
cat-like,55,0.3448275862068966
cat-like,56,2.413793103448276
cat-like,60,1.0344827586206897
cat-like,62,0.3448275862068966
cat-like,67,0.3448275862068966
cat-like,69,0.6896551724137931
cat-like,78,0.6896551724137931
cat-like,79,0.6896551724137931
cat-like,80,0.3448275862068966
cat-like,83,0.3448275862068966
cat-like,84,0.3448275862068966
cat-like,86,1.7241379310344827
cat-like,87,1.3793103448275863
cat-like,90,0.6896551724137931
cat-like,95,2.413793103448276
cat-like,98,0.3448275862068966
cat-like,102,0.3448275862068966
cat-like,103,0.6896551724137931
cat-like,105,1.3793103448275863
cat-like,106,0.3448275862068966
cat-like,108,0.3448275862068966
cat-like,112,0.3448275862068966
cat-like,113,0.3448275862068966
cat-like,128,0.6896551724137931
cat-like,129,0.6896551724137931
cat-like,132,1.0344827586206897
cat-like,134,0.3448275862068966
cat-like,140,0.6896551724137931
cat-like,141,0.3448275862068966
cat-like,142,0.3448275862068966
cat-like,145,0.3448275862068966
cat-like,152,0.6896551724137931
cat-like,153,0.3448275862068966
cat-like,157,0.3448275862068966
cat-like,166,0.3448275862068966
cat-like,168,0.3448275862068966
cat-like,169,0.3448275862068966
cat-like,171,0.3448275862068966
cat-like,175,5.172413793103448
cat-like,176,0.3448275862068966
cat-like,183,0.3448275862068966
cat-like,185,5.862068965517241
cat-like,187,0.3448275862068966
cat-like,190,0.3448275862068966
cat-like,196,0.6896551724137931
cat-like,202,0.3448275862068966
cat-like,208,0.3448275862068966
cat-like,210,0.3448275862068966
cat-like,213,0.3448275862068966
cat-like,217,0.3448275862068966
cat-like,223,0.3448275862068966
cat-like,225,0.3448275862068966
cat-like,231,0.3448275862068966
cat-like,236,0.6896551724137931
cat-like,255,0.3448275862068966
cat-like,257,0.3448275862068966
cat-like,259,0.3448275862068966
cat-like,260,0.3448275862068966
cat-like,264,0.3448275862068966
cat-like,265,0.3448275862068966
cat-like,266,1.3793103448275863
cat-like,268,5.172413793103448
cat-like,269,0.3448275862068966
cat-like,270,0.3448275862068966
cat-like,281,0.3448275862068966
cat-like,293,0.6896551724137931
cat-like,295,0.3448275862068966
cat-like,297,0.3448275862068966
cat-like,306,0.3448275862068966
cat-like,307,0.3448275862068966
cat-like,312,2.413793103448276
cat-like,314,0.3448275862068966
cat-like,320,0.3448275862068966
cat-like,323,0.3448275862068966
cat-like,333,0.6896551724137931
cat-like,334,0.3448275862068966
cat-like,336,0.3448275862068966
cat-like,337,0.3448275862068966
cat-like,338,0.3448275862068966
cat-like,339,0.3448275862068966
cat-like,340,0.3448275862068966
cat-like,343,0.3448275862068966
cat-like,344,0.3448275862068966
cat-like,347,0.3448275862068966
cat-like,352,0.3448275862068966
cat-like,355,0.3448275862068966
cat-like,359,0.6896551724137931
cat-like,367,0.3448275862068966
cat-like,375,0.3448275862068966
cat-like,376,0.3448275862068966
cat-like,377,0.3448275862068966
cat-like,384,0.3448275862068966
cat-like,393,0.3448275862068966
cat-like,394,1.0344827586206897
cat-like,396,0.3448275862068966
cat-like,397,0.3448275862068966
cat-like,403,1.3793103448275863
cat-like,404,0.3448275862068966
cat-like,409,0.3448275862068966
cat-like,410,0.3448275862068966
cat-like,412,0.3448275862068966
cat-like,413,0.6896551724137931
cat-like,418,0.3448275862068966
cat-like,422,0.6896551724137931
cat-like,423,0.3448275862068966
cat-like,425,0.3448275862068966
cat-like,426,0.3448275862068966
cat-like,433,0.3448275862068966
cat-like,436,0.3448275862068966
cat-like,437,0.3448275862068966
elephant,0,0.3389830508474576
elephant,2,0.6779661016949152
elephant,3,0.6779661016949152
elephant,4,4.067796610169491
elephant,5,0.3389830508474576
elephant,6,0.3389830508474576
elephant,7,3.389830508474576
elephant,9,1.694915254237288
elephant,12,0.3389830508474576
elephant,16,0.6779661016949152
elephant,17,5.762711864406779
elephant,19,0.3389830508474576
elephant,21,1.3559322033898304
elephant,22,0.3389830508474576
elephant,24,0.3389830508474576
elephant,25,0.6779661016949152
elephant,27,2.0338983050847457
elephant,31,1.0169491525423728
elephant,34,0.6779661016949152
elephant,35,0.6779661016949152
elephant,37,0.3389830508474576
elephant,38,0.3389830508474576
elephant,39,0.3389830508474576
elephant,40,0.3389830508474576
elephant,41,0.3389830508474576
elephant,43,1.3559322033898304
elephant,45,0.6779661016949152
elephant,49,1.0169491525423728
elephant,50,0.3389830508474576
elephant,51,1.0169491525423728
elephant,56,1.3559322033898304
elephant,63,0.3389830508474576
elephant,67,1.0169491525423728
elephant,72,0.3389830508474576
elephant,73,0.6779661016949152
elephant,76,0.3389830508474576
elephant,77,0.3389830508474576
elephant,78,0.3389830508474576
elephant,79,0.6779661016949152
elephant,83,0.3389830508474576
elephant,84,1.0169491525423728
elephant,86,1.0169491525423728
elephant,87,1.0169491525423728
elephant,90,0.3389830508474576
elephant,92,0.3389830508474576
elephant,93,0.3389830508474576
elephant,95,2.711864406779661
elephant,97,1.0169491525423728
elephant,98,0.3389830508474576
elephant,99,0.3389830508474576
elephant,102,1.694915254237288
elephant,103,0.3389830508474576
elephant,104,0.3389830508474576
elephant,105,1.0169491525423728
elephant,108,0.6779661016949152
elephant,112,0.3389830508474576
elephant,120,0.3389830508474576
elephant,129,0.6779661016949152
elephant,135,0.6779661016949152
elephant,136,0.3389830508474576
elephant,145,0.6779661016949152
elephant,148,0.6779661016949152
elephant,151,0.3389830508474576
elephant,152,0.3389830508474576
elephant,153,0.3389830508474576
elephant,157,0.3389830508474576
elephant,160,0.3389830508474576
elephant,162,0.3389830508474576
elephant,167,0.3389830508474576
elephant,168,0.6779661016949152
elephant,169,0.3389830508474576
elephant,171,0.3389830508474576
elephant,173,0.3389830508474576
elephant,175,6.440677966101695
elephant,176,0.3389830508474576
elephant,183,0.3389830508474576
elephant,184,0.6779661016949152
elephant,185,3.728813559322034
elephant,195,1.0169491525423728
elephant,196,0.3389830508474576
elephant,202,0.3389830508474576
elephant,210,0.6779661016949152
elephant,213,0.6779661016949152
elephant,218,0.3389830508474576
elephant,223,0.3389830508474576
elephant,229,0.3389830508474576
elephant,236,0.3389830508474576
elephant,246,0.3389830508474576
elephant,249,0.3389830508474576
elephant,252,0.3389830508474576
elephant,253,0.3389830508474576
elephant,262,0.3389830508474576
elephant,265,0.3389830508474576
elephant,266,1.0169491525423728
elephant,268,2.711864406779661
elephant,269,0.3389830508474576
elephant,270,0.3389830508474576
elephant,273,0.3389830508474576
elephant,277,0.3389830508474576
elephant,284,0.3389830508474576
elephant,285,0.3389830508474576
elephant,292,0.3389830508474576
elephant,293,0.3389830508474576
elephant,297,0.3389830508474576
elephant,306,0.3389830508474576
elephant,310,0.3389830508474576
elephant,311,0.3389830508474576
elephant,312,2.0338983050847457
elephant,314,0.3389830508474576
elephant,316,0.3389830508474576
elephant,318,0.3389830508474576
elephant,320,0.3389830508474576
elephant,325,0.3389830508474576
elephant,331,0.3389830508474576
elephant,336,0.3389830508474576
elephant,338,0.3389830508474576
elephant,339,0.3389830508474576
elephant,340,0.3389830508474576
elephant,342,0.3389830508474576
elephant,349,0.3389830508474576
elephant,350,0.3389830508474576
elephant,352,0.3389830508474576
elephant,357,0.3389830508474576
elephant,359,0.3389830508474576
elephant,366,0.3389830508474576
elephant,367,0.3389830508474576
elephant,375,0.3389830508474576
elephant,377,0.3389830508474576
elephant,387,0.3389830508474576
elephant,389,0.3389830508474576
elephant,390,0.6779661016949152
elephant,394,0.3389830508474576
elephant,397,0.3389830508474576
elephant,400,0.3389830508474576
elephant,403,1.0169491525423728
elephant,408,0.3389830508474576
elephant,409,0.3389830508474576
elephant,410,0.3389830508474576
elephant,413,0.6779661016949152
elephant,420,0.3389830508474576
elephant,421,0.3389830508474576
elephant,422,0.6779661016949152
elephant,431,0.3389830508474576
elephant,435,0.3389830508474576
elephant,438,0.3389830508474576
even-toed ungulates,0,0.10256410256410256
even-toed ungulates,1,0.2564102564102564
even-toed ungulates,2,0.41025641025641024
even-toed ungulates,4,3.128205128205128
even-toed ungulates,5,0.15384615384615385
even-toed ungulates,6,0.10256410256410256
even-toed ungulates,7,2.4615384615384617
even-toed ungulates,8,0.15384615384615385
even-toed ungulates,9,1.6923076923076923
even-toed ungulates,11,0.20512820512820512
even-toed ungulates,12,0.10256410256410256
even-toed ungulates,13,0.358974358974359
even-toed ungulates,14,0.10256410256410256
even-toed ungulates,15,0.358974358974359
even-toed ungulates,16,0.10256410256410256
even-toed ungulates,17,3.4871794871794872
even-toed ungulates,18,0.5128205128205128
even-toed ungulates,19,0.10256410256410256
even-toed ungulates,20,0.15384615384615385
even-toed ungulates,21,1.1794871794871795
even-toed ungulates,22,0.41025641025641024
even-toed ungulates,23,0.05128205128205128
even-toed ungulates,24,0.05128205128205128
even-toed ungulates,25,3.128205128205128
even-toed ungulates,26,0.05128205128205128
even-toed ungulates,27,0.5641025641025641
even-toed ungulates,28,0.6666666666666667
even-toed ungulates,29,0.10256410256410256
even-toed ungulates,30,0.2564102564102564
even-toed ungulates,31,0.15384615384615385
even-toed ungulates,32,0.41025641025641024
even-toed ungulates,33,0.10256410256410256
even-toed ungulates,34,0.46153846153846156
even-toed ungulates,35,0.5128205128205128
even-toed ungulates,37,0.46153846153846156
even-toed ungulates,38,0.46153846153846156
even-toed ungulates,39,0.15384615384615385
even-toed ungulates,40,0.15384615384615385
even-toed ungulates,41,0.10256410256410256
even-toed ungulates,42,0.05128205128205128
even-toed ungulates,43,2.666666666666667
even-toed ungulates,44,0.20512820512820512
even-toed ungulates,45,0.41025641025641024
even-toed ungulates,46,0.05128205128205128
even-toed ungulates,47,0.10256410256410256
even-toed ungulates,48,0.46153846153846156
even-toed ungulates,49,0.9743589743589745
even-toed ungulates,50,0.15384615384615385
even-toed ungulates,51,1.641025641025641
even-toed ungulates,52,0.20512820512820512
even-toed ungulates,53,0.358974358974359
even-toed ungulates,54,0.15384615384615385
even-toed ungulates,56,2.6153846153846154
even-toed ungulates,57,0.10256410256410256
even-toed ungulates,58,0.3076923076923077
even-toed ungulates,59,0.10256410256410256
even-toed ungulates,60,0.358974358974359
even-toed ungulates,61,0.3076923076923077
even-toed ungulates,62,0.15384615384615385
even-toed ungulates,63,0.20512820512820512
even-toed ungulates,64,0.15384615384615385
even-toed ungulates,65,0.05128205128205128
even-toed ungulates,66,0.20512820512820512
even-toed ungulates,67,1.0769230769230769
even-toed ungulates,68,0.10256410256410256
even-toed ungulates,69,0.10256410256410256
even-toed ungulates,70,0.46153846153846156
even-toed ungulates,71,0.358974358974359
even-toed ungulates,72,0.358974358974359
even-toed ungulates,73,0.10256410256410256
even-toed ungulates,74,0.15384615384615385
even-toed ungulates,75,0.2564102564102564
even-toed ungulates,76,0.6153846153846154
even-toed ungulates,77,0.15384615384615385
even-toed ungulates,78,0.2564102564102564
even-toed ungulates,79,0.10256410256410256
even-toed ungulates,80,0.05128205128205128
even-toed ungulates,81,0.05128205128205128
even-toed ungulates,82,0.05128205128205128
even-toed ungulates,83,0.05128205128205128
even-toed ungulates,84,0.20512820512820512
even-toed ungulates,85,0.05128205128205128
even-toed ungulates,86,2.41025641025641
even-toed ungulates,87,0.717948717948718
even-toed ungulates,90,0.41025641025641024
even-toed ungulates,91,0.3076923076923077
even-toed ungulates,92,0.10256410256410256
even-toed ungulates,93,0.15384615384615385
even-toed ungulates,95,1.1282051282051282
even-toed ungulates,97,0.41025641025641024
even-toed ungulates,98,0.10256410256410256
even-toed ungulates,99,0.20512820512820512
even-toed ungulates,100,0.05128205128205128
even-toed ungulates,101,0.20512820512820512
even-toed ungulates,102,1.6923076923076923
even-toed ungulates,104,0.10256410256410256
even-toed ungulates,105,0.7692307692307693
even-toed ungulates,106,0.2564102564102564
even-toed ungulates,108,0.05128205128205128
even-toed ungulates,109,0.41025641025641024
even-toed ungulates,110,0.20512820512820512
even-toed ungulates,111,0.05128205128205128
even-toed ungulates,112,0.05128205128205128
even-toed ungulates,113,0.3076923076923077
even-toed ungulates,114,0.10256410256410256
even-toed ungulates,115,0.15384615384615385
even-toed ungulates,117,0.05128205128205128
even-toed ungulates,118,0.10256410256410256
even-toed ungulates,119,0.10256410256410256
even-toed ungulates,120,0.15384615384615385
even-toed ungulates,121,0.05128205128205128
even-toed ungulates,123,0.10256410256410256
even-toed ungulates,124,0.10256410256410256
even-toed ungulates,125,0.10256410256410256
even-toed ungulates,126,0.10256410256410256
even-toed ungulates,128,0.2564102564102564
even-toed ungulates,129,0.20512820512820512
even-toed ungulates,130,0.15384615384615385
even-toed ungulates,131,0.10256410256410256
even-toed ungulates,133,0.05128205128205128
even-toed ungulates,135,0.10256410256410256
even-toed ungulates,136,0.15384615384615385
even-toed ungulates,137,0.10256410256410256
even-toed ungulates,138,0.358974358974359
even-toed ungulates,139,0.20512820512820512
even-toed ungulates,140,0.2564102564102564
even-toed ungulates,141,0.2564102564102564
even-toed ungulates,142,0.3076923076923077
even-toed ungulates,144,0.05128205128205128
even-toed ungulates,145,0.10256410256410256
even-toed ungulates,146,0.10256410256410256
even-toed ungulates,147,0.20512820512820512
even-toed ungulates,148,0.41025641025641024
even-toed ungulates,149,0.5128205128205128
even-toed ungulates,150,0.10256410256410256
even-toed ungulates,151,0.05128205128205128
even-toed ungulates,152,0.15384615384615385
even-toed ungulates,153,0.05128205128205128
even-toed ungulates,154,0.10256410256410256
even-toed ungulates,155,0.20512820512820512
even-toed ungulates,156,0.05128205128205128
even-toed ungulates,158,0.05128205128205128
even-toed ungulates,159,0.10256410256410256
even-toed ungulates,160,0.15384615384615385
even-toed ungulates,161,0.41025641025641024
even-toed ungulates,162,0.05128205128205128
even-toed ungulates,165,0.05128205128205128
even-toed ungulates,166,0.05128205128205128
even-toed ungulates,168,0.358974358974359
even-toed ungulates,169,0.20512820512820512
even-toed ungulates,170,0.2564102564102564
even-toed ungulates,171,0.10256410256410256
even-toed ungulates,174,0.10256410256410256
even-toed ungulates,175,7.282051282051281
even-toed ungulates,176,0.10256410256410256
even-toed ungulates,177,0.10256410256410256
even-toed ungulates,178,0.05128205128205128
even-toed ungulates,179,0.15384615384615385
even-toed ungulates,180,0.10256410256410256
even-toed ungulates,181,0.05128205128205128
even-toed ungulates,182,0.10256410256410256
even-toed ungulates,183,0.20512820512820512
even-toed ungulates,184,0.7692307692307693
even-toed ungulates,185,3.6923076923076925
even-toed ungulates,186,0.10256410256410256
even-toed ungulates,187,0.05128205128205128
even-toed ungulates,188,0.20512820512820512
even-toed ungulates,189,0.10256410256410256
even-toed ungulates,190,0.15384615384615385
even-toed ungulates,191,0.05128205128205128
even-toed ungulates,192,0.05128205128205128
even-toed ungulates,193,0.15384615384615385
even-toed ungulates,194,0.10256410256410256
even-toed ungulates,195,0.20512820512820512
even-toed ungulates,196,0.5641025641025641
even-toed ungulates,197,0.10256410256410256
even-toed ungulates,198,0.05128205128205128
even-toed ungulates,199,0.05128205128205128
even-toed ungulates,200,0.05128205128205128
even-toed ungulates,201,0.05128205128205128
even-toed ungulates,203,0.10256410256410256
even-toed ungulates,204,0.15384615384615385
even-toed ungulates,205,0.10256410256410256
even-toed ungulates,206,0.15384615384615385
even-toed ungulates,207,0.3076923076923077
even-toed ungulates,209,0.05128205128205128
even-toed ungulates,210,0.15384615384615385
even-toed ungulates,211,0.10256410256410256
even-toed ungulates,212,0.10256410256410256
even-toed ungulates,213,0.10256410256410256
even-toed ungulates,214,0.05128205128205128
even-toed ungulates,215,0.05128205128205128
even-toed ungulates,216,0.10256410256410256
even-toed ungulates,218,0.10256410256410256
even-toed ungulates,220,0.10256410256410256
even-toed ungulates,221,0.05128205128205128
even-toed ungulates,222,0.10256410256410256
even-toed ungulates,223,0.10256410256410256
even-toed ungulates,225,0.10256410256410256
even-toed ungulates,226,0.10256410256410256
even-toed ungulates,227,0.10256410256410256
even-toed ungulates,228,0.10256410256410256
even-toed ungulates,229,0.10256410256410256
even-toed ungulates,230,0.05128205128205128
even-toed ungulates,232,0.05128205128205128
even-toed ungulates,233,0.05128205128205128
even-toed ungulates,234,0.10256410256410256
even-toed ungulates,235,0.05128205128205128
even-toed ungulates,236,0.358974358974359
even-toed ungulates,237,0.10256410256410256
even-toed ungulates,238,0.10256410256410256
even-toed ungulates,239,0.10256410256410256
even-toed ungulates,240,0.10256410256410256
even-toed ungulates,241,0.10256410256410256
even-toed ungulates,242,0.15384615384615385
even-toed ungulates,245,0.10256410256410256
even-toed ungulates,246,0.05128205128205128
even-toed ungulates,247,0.10256410256410256
even-toed ungulates,248,0.10256410256410256
even-toed ungulates,250,0.6666666666666667
even-toed ungulates,251,0.10256410256410256
even-toed ungulates,252,0.05128205128205128
even-toed ungulates,253,0.05128205128205128
even-toed ungulates,254,0.05128205128205128
even-toed ungulates,255,0.05128205128205128
even-toed ungulates,256,0.05128205128205128
even-toed ungulates,257,0.5128205128205128
even-toed ungulates,260,0.05128205128205128
even-toed ungulates,261,0.41025641025641024
even-toed ungulates,262,0.05128205128205128
even-toed ungulates,263,0.10256410256410256
even-toed ungulates,266,2.0
even-toed ungulates,267,0.05128205128205128
even-toed ungulates,268,0.9230769230769231
even-toed ungulates,271,0.05128205128205128
even-toed ungulates,273,0.05128205128205128
even-toed ungulates,274,0.05128205128205128
even-toed ungulates,275,0.10256410256410256
even-toed ungulates,276,0.10256410256410256
even-toed ungulates,277,0.05128205128205128
even-toed ungulates,282,0.10256410256410256
even-toed ungulates,283,0.05128205128205128
even-toed ungulates,284,0.05128205128205128
even-toed ungulates,285,0.05128205128205128
even-toed ungulates,286,0.10256410256410256
even-toed ungulates,287,0.10256410256410256
even-toed ungulates,289,0.05128205128205128
even-toed ungulates,290,0.10256410256410256
even-toed ungulates,291,0.05128205128205128
even-toed ungulates,292,0.05128205128205128
even-toed ungulates,293,0.20512820512820512
even-toed ungulates,294,0.20512820512820512
even-toed ungulates,295,0.05128205128205128
even-toed ungulates,296,0.05128205128205128
even-toed ungulates,298,0.10256410256410256
even-toed ungulates,299,0.2564102564102564
even-toed ungulates,300,0.05128205128205128
even-toed ungulates,301,0.10256410256410256
even-toed ungulates,303,0.10256410256410256
even-toed ungulates,304,0.05128205128205128
even-toed ungulates,305,0.05128205128205128
even-toed ungulates,307,0.20512820512820512
even-toed ungulates,308,0.10256410256410256
even-toed ungulates,309,0.20512820512820512
even-toed ungulates,311,0.6153846153846154
even-toed ungulates,312,1.4871794871794872
even-toed ungulates,315,0.10256410256410256
even-toed ungulates,316,0.5641025641025641
even-toed ungulates,317,0.05128205128205128
even-toed ungulates,318,0.05128205128205128
even-toed ungulates,321,0.10256410256410256
even-toed ungulates,322,0.10256410256410256
even-toed ungulates,324,0.05128205128205128
even-toed ungulates,325,0.05128205128205128
even-toed ungulates,327,0.05128205128205128
even-toed ungulates,328,0.05128205128205128
even-toed ungulates,330,0.15384615384615385
even-toed ungulates,331,0.41025641025641024
even-toed ungulates,332,0.10256410256410256
even-toed ungulates,333,0.15384615384615385
even-toed ungulates,337,0.05128205128205128
even-toed ungulates,341,0.10256410256410256
even-toed ungulates,342,0.15384615384615385
even-toed ungulates,343,0.05128205128205128
even-toed ungulates,345,0.05128205128205128
even-toed ungulates,346,0.15384615384615385
even-toed ungulates,347,0.05128205128205128
even-toed ungulates,348,0.10256410256410256
even-toed ungulates,349,0.05128205128205128
even-toed ungulates,351,0.05128205128205128
even-toed ungulates,353,0.05128205128205128
even-toed ungulates,354,0.05128205128205128
even-toed ungulates,355,0.10256410256410256
even-toed ungulates,357,0.05128205128205128
even-toed ungulates,358,0.10256410256410256
even-toed ungulates,359,0.10256410256410256
even-toed ungulates,360,0.05128205128205128
even-toed ungulates,361,0.15384615384615385
even-toed ungulates,362,0.05128205128205128
even-toed ungulates,364,0.05128205128205128
even-toed ungulates,365,0.10256410256410256
even-toed ungulates,366,0.05128205128205128
even-toed ungulates,369,0.10256410256410256
even-toed ungulates,370,0.10256410256410256
even-toed ungulates,371,0.05128205128205128
even-toed ungulates,372,0.15384615384615385
even-toed ungulates,374,0.05128205128205128
even-toed ungulates,375,0.10256410256410256
even-toed ungulates,377,0.10256410256410256
even-toed ungulates,378,0.05128205128205128
even-toed ungulates,379,0.05128205128205128
even-toed ungulates,380,0.10256410256410256
even-toed ungulates,381,0.05128205128205128
even-toed ungulates,382,0.05128205128205128
even-toed ungulates,383,0.10256410256410256
even-toed ungulates,385,0.20512820512820512
even-toed ungulates,386,0.05128205128205128
even-toed ungulates,389,0.05128205128205128
even-toed ungulates,390,0.5128205128205128
even-toed ungulates,391,0.05128205128205128
even-toed ungulates,392,0.05128205128205128
even-toed ungulates,394,3.1794871794871797
even-toed ungulates,395,0.05128205128205128
even-toed ungulates,396,0.10256410256410256
even-toed ungulates,398,0.20512820512820512
even-toed ungulates,399,0.10256410256410256
even-toed ungulates,401,0.10256410256410256
even-toed ungulates,402,0.05128205128205128
even-toed ungulates,403,0.15384615384615385
even-toed ungulates,406,0.05128205128205128
even-toed ungulates,407,0.10256410256410256
even-toed ungulates,408,0.05128205128205128
even-toed ungulates,409,0.05128205128205128
even-toed ungulates,411,0.05128205128205128
even-toed ungulates,412,0.05128205128205128
even-toed ungulates,413,0.6153846153846154
even-toed ungulates,414,0.46153846153846156
even-toed ungulates,415,0.05128205128205128
even-toed ungulates,416,0.05128205128205128
even-toed ungulates,417,0.05128205128205128
even-toed ungulates,418,0.05128205128205128
even-toed ungulates,419,0.05128205128205128
even-toed ungulates,421,0.05128205128205128
even-toed ungulates,422,0.9743589743589745
even-toed ungulates,424,0.10256410256410256
even-toed ungulates,426,0.10256410256410256
even-toed ungulates,427,0.05128205128205128
even-toed ungulates,428,0.10256410256410256
even-toed ungulates,430,0.20512820512820512
even-toed ungulates,431,0.05128205128205128
even-toed ungulates,432,0.10256410256410256
even-toed ungulates,438,0.20512820512820512
fowl,1,0.7575757575757576
fowl,2,1.0606060606060608
fowl,3,0.30303030303030304
fowl,4,5.757575757575758
fowl,5,0.6060606060606061
fowl,7,2.4242424242424243
fowl,9,1.6666666666666667
fowl,10,0.15151515151515152
fowl,13,0.7575757575757576
fowl,14,0.45454545454545453
fowl,15,0.15151515151515152
fowl,17,5.909090909090909
fowl,18,0.9090909090909091
fowl,19,0.45454545454545453
fowl,21,0.45454545454545453
fowl,22,0.15151515151515152
fowl,23,0.15151515151515152
fowl,24,0.45454545454545453
fowl,25,0.6060606060606061
fowl,27,0.7575757575757576
fowl,28,0.15151515151515152
fowl,29,0.15151515151515152
fowl,30,0.30303030303030304
fowl,31,0.15151515151515152
fowl,32,0.9090909090909091
fowl,33,0.15151515151515152
fowl,34,0.45454545454545453
fowl,35,1.5151515151515151
fowl,36,0.30303030303030304
fowl,37,0.15151515151515152
fowl,38,0.7575757575757576
fowl,39,0.45454545454545453
fowl,40,0.15151515151515152
fowl,41,0.9090909090909091
fowl,42,0.6060606060606061
fowl,43,1.2121212121212122
fowl,44,0.30303030303030304
fowl,46,0.30303030303030304
fowl,47,0.15151515151515152
fowl,49,0.7575757575757576
fowl,51,1.2121212121212122
fowl,53,0.45454545454545453
fowl,55,0.15151515151515152
fowl,56,1.3636363636363635
fowl,57,0.30303030303030304
fowl,58,0.15151515151515152
fowl,59,0.15151515151515152
fowl,60,0.9090909090909091
fowl,62,0.30303030303030304
fowl,63,0.15151515151515152
fowl,65,0.15151515151515152
fowl,67,0.15151515151515152
fowl,68,0.15151515151515152
fowl,69,0.30303030303030304
fowl,70,0.30303030303030304
fowl,71,0.15151515151515152
fowl,73,0.15151515151515152
fowl,75,0.15151515151515152
fowl,76,0.6060606060606061
fowl,77,0.15151515151515152
fowl,78,0.15151515151515152
fowl,79,0.30303030303030304
fowl,80,0.45454545454545453
fowl,82,0.15151515151515152
fowl,86,2.727272727272727
fowl,87,0.6060606060606061
fowl,88,0.15151515151515152
fowl,89,0.30303030303030304
fowl,90,0.30303030303030304
fowl,91,0.15151515151515152
fowl,92,0.30303030303030304
fowl,94,0.45454545454545453
fowl,95,3.3333333333333335
fowl,96,0.15151515151515152
fowl,97,0.15151515151515152
fowl,99,0.30303030303030304
fowl,100,0.15151515151515152
fowl,101,0.15151515151515152
fowl,102,1.6666666666666667
fowl,103,0.15151515151515152
fowl,104,0.45454545454545453
fowl,105,0.30303030303030304
